ID,score
35503,0.0
35504,0.0
35505,0.0
35506,1.0
35507,0.0
35508,0.0
35509,1.0
35510,0.0
35511,2.0
35512,2.0
35513,1.0
35514,1.0
35515,1.0
35516,1.0
35517,2.0
35518,2.0
35519,1.0
35520,2.0
35521,1.0
35522,2.0
35523,3.0
35524,1.0
35525,1.0
35526,0.0
35527,0.0
35528,1.0
35529,1.0
35530,2.0
35531,1.0
35532,0.0
35533,0.0
35534,0.0
35535,2.0
35536,1.0
35537,2.0
35538,0.0
35539,1.0
35540,1.0
35541,0.0
35542,1.0
35543,3.0
35544,2.0
35545,0.0
35546,0.0
35547,0.0
35548,2.0
35549,3.0
35550,2.0
35551,1.0
35552,3.0
35553,3.0
35554,3.0
35555,2.0
35556,0.0
35557,1.0
35558,0.0
35559,1.0
35560,3.0
35561,1.0
35562,0.0
35563,3.0
35564,3.0
35565,1.0
35566,2.0
35567,0.0
35568,0.0
35569,3.0
35570,2.0
35571,1.0
35572,3.0
35573,1.0
35574,3.0
35575,1.0
35576,1.0
35577,2.0
35578,2.0
35579,2.0
35580,1.0
35581,0.0
35582,3.0
35583,0.0
35584,1.0
35585,3.0
35586,1.0
35587,0.0
35588,0.0
35589,1.0
35590,1.0
35591,2.0
35592,2.0
35593,2.0
35594,1.0
35595,2.0
35596,2.0
35597,1.0
35598,2.0
35599,0.0
35600,0.0
35601,2.0
35602,1.0
35603,3.0
35604,1.0
35605,3.0
35606,3.0
35607,0.0
35608,0.0
35609,2.0
35610,1.0
35611,1.0
35612,1.0
35613,3.0
35614,3.0
35615,3.0
35616,1.0
35617,3.0
35618,1.0
35619,1.0
35620,3.0
35621,1.0
35622,0.0
35623,2.0
35624,2.0
35625,2.0
35626,1.0
35627,2.0
35628,1.0
35629,2.0
35630,1.0
35631,1.0
35632,3.0
35633,1.0
35634,0.0
35635,1.0
35636,2.0
35637,3.0
35638,0.0
35639,2.0
35640,3.0
35641,0.0
35642,1.0
35643,3.0
35644,2.0
35645,3.0
35646,1.0
35647,3.0
35648,3.0
35649,3.0
35650,3.0
35651,1.0
35652,0.0
35653,0.0
35654,1.0
35655,3.0
35656,3.0
35657,3.0
35658,1.0
35659,3.0
35660,0.0
35661,0.0
35662,3.0
35663,1.0
35664,2.0
35665,0.0
35666,3.0
35667,2.0
35668,3.0
35669,1.0
35670,1.0
35671,2.0
35672,3.0
35673,1.0
35674,1.0
35675,1.0
35676,3.0
35677,3.0
35678,1.0
35679,2.0
35680,0.0
35681,1.0
35682,0.0
35683,3.0
35684,3.0
35685,1.0
35686,3.0
35687,2.0
35688,2.0
35689,2.0
35690,3.0
35691,1.0
35692,0.0
35693,0.0
35694,1.0
35695,2.0
35696,1.0
35697,1.0
35698,2.0
35699,0.0
35700,1.0
35701,3.0
35702,3.0
35703,1.0
35704,2.0
35705,1.0
35706,2.0
35707,1.0
35708,0.0
35709,0.0
35710,1.0
35711,2.0
35712,1.0
35713,1.0
35714,3.0
35715,1.0
35716,2.0
35717,2.0
35718,1.0
35719,1.0
35720,1.0
35721,0.0
35722,3.0
35723,1.0
35724,2.0
35725,1.0
35726,1.0
35727,0.0
35728,2.0
35729,2.0
35730,1.0
35731,3.0
35732,3.0
35733,1.0
35734,2.0
35735,0.0
35736,0.0
35737,1.0
35738,3.0
35739,3.0
35740,3.0
35741,3.0
35742,1.0
35743,2.0
35744,0.0
35745,1.0
35746,2.0
35747,3.0
35748,2.0
35749,0.0
35750,3.0
35751,1.0
35752,2.0
35753,1.0
35754,2.0
35755,0.0
35756,2.0
35757,2.0
35758,2.0
35759,1.0
35760,0.0
35761,1.0
35762,0.0
35763,0.0
35764,2.0
35765,0.0
35766,0.0
35767,0.0
35768,3.0
35769,3.0
35770,0.0
35771,1.0
35772,3.0
35773,2.0
35774,3.0
35775,2.0
35776,3.0
35777,2.0
35778,3.0
35779,2.0
35780,2.0
35781,1.0
35782,2.0
35783,0.0
35784,3.0
35785,0.0
35786,0.0
35787,2.0
35788,2.0
35789,1.0
35790,2.0
35791,1.0
35792,2.0
35793,0.0
35794,0.0
35795,1.0
35796,2.0
35797,3.0
35798,1.0
35799,2.0
35800,1.0
35801,3.0
35802,1.0
35803,1.0
35804,3.0
35805,3.0
35806,0.0
35807,3.0
35808,0.0
35809,3.0
35810,0.0
35811,3.0
35812,0.0
35813,2.0
35814,3.0
35815,3.0
35816,1.0
35817,1.0
35818,1.0
35819,1.0
35820,1.0
35821,3.0
35822,3.0
35823,1.0
35824,2.0
35825,3.0
35826,0.0
35827,3.0
35828,3.0
35829,1.0
35830,3.0
35831,0.0
35832,0.0
35833,0.0
35834,3.0
35835,1.0
35836,3.0
35837,3.0
35838,1.0
35839,0.0
35840,3.0
35841,1.0
35842,0.0
35843,3.0
35844,0.0
35845,1.0
35846,3.0
35847,2.0
35848,3.0
35849,3.0
35850,1.0
35851,2.0
35852,3.0
35853,2.0
35854,1.0
35855,3.0
35856,0.0
35857,0.0
35858,3.0
35859,0.0
35860,2.0
35861,3.0
35862,3.0
35863,2.0
35864,3.0
35865,2.0
35866,1.0
35867,1.0
35868,1.0
35869,3.0
35870,3.0
35871,3.0
35872,0.0
35873,1.0
35874,3.0
35875,2.0
35876,2.0
35877,3.0
35878,1.0
35879,2.0
35880,3.0
35881,0.0
35882,2.0
35883,2.0
35884,2.0
35885,2.0
35886,1.0
35887,0.0
35888,3.0
35889,0.0
35890,3.0
35891,0.0
35892,3.0
35893,0.0
35894,1.0
35895,1.0
35896,1.0
35897,3.0
35898,3.0
35899,0.0
35900,1.0
35901,3.0
35902,3.0
35903,3.0
35904,1.0
35905,1.0
35906,1.0
35907,2.0
35908,1.0
35909,2.0
35910,3.0
35911,1.0
35912,1.0
35913,3.0
35914,0.0
35915,2.0
35916,0.0
35917,1.0
35918,0.0
35919,1.0
35920,1.0
35921,1.0
35922,1.0
35923,3.0
35924,0.0
35925,1.0
35926,2.0
35927,3.0
35928,2.0
35929,2.0
35930,3.0
35931,1.0
35932,1.0
35933,3.0
35934,3.0
35935,3.0
35936,2.0
35937,3.0
35938,0.0
35939,1.0
35940,3.0
35941,2.0
35942,1.0
35943,1.0
35944,1.0
35945,0.0
35946,0.0
35947,3.0
35948,1.0
35949,0.0
35950,3.0
35951,3.0
35952,1.0
35953,1.0
35954,3.0
35955,1.0
35956,3.0
35957,1.0
35958,0.0
35959,0.0
35960,3.0
35961,1.0
35962,0.0
35963,0.0
35964,0.0
35965,2.0
35966,0.0
35967,2.0
35968,0.0
35969,3.0
35970,0.0
35971,2.0
35972,0.0
35973,1.0
35974,1.0
35975,0.0
35976,3.0
35977,1.0
35978,0.0
35979,0.0
35980,2.0
35981,3.0
35982,1.0
35983,1.0
35984,3.0
35985,1.0
35986,3.0
35987,0.0
35988,0.0
35989,1.0
35990,0.0
35991,3.0
35992,3.0
35993,3.0
35994,1.0
35995,0.0
35996,2.0
35997,1.0
35998,1.0
35999,2.0
36000,2.0
36001,2.0
36002,3.0
36003,1.0
36004,3.0
36005,0.0
36006,2.0
36007,3.0
36008,2.0
36009,0.0
36010,0.0
36011,3.0
36012,0.0
36013,1.0
36014,2.0
36015,0.0
36016,0.0
36017,0.0
36018,2.0
36019,0.0
36020,0.0
36021,1.0
36022,0.0
36023,1.0
36024,2.0
36025,3.0
36026,3.0
36027,3.0
36028,0.0
36029,0.0
36030,2.0
36031,3.0
36032,2.0
36033,3.0
36034,0.0
36035,1.0
36036,3.0
36037,2.0
36038,3.0
36039,1.0
36040,0.0
36041,3.0
36042,0.0
36043,1.0
36044,1.0
36045,1.0
36046,0.0
36047,2.0
36048,3.0
36049,1.0
36050,2.0
36051,2.0
36052,1.0
36053,3.0
36054,1.0
36055,2.0
36056,1.0
36057,1.0
36058,0.0
36059,0.0
36060,3.0
36061,3.0
36062,1.0
36063,2.0
36064,2.0
36065,0.0
36066,2.0
36067,0.0
36068,2.0
36069,2.0
36070,0.0
36071,1.0
36072,3.0
36073,3.0
36074,1.0
36075,3.0
36076,3.0
36077,3.0
36078,2.0
36079,1.0
36080,2.0
36081,0.0
36082,0.0
36083,0.0
36084,0.0
36085,0.0
36086,0.0
36087,3.0
36088,1.0
36089,3.0
36090,1.0
36091,0.0
36092,0.0
36093,0.0
36094,2.0
36095,2.0
36096,3.0
36097,3.0
36098,0.0
36099,2.0
36100,0.0
36101,0.0
36102,2.0
36103,3.0
36104,2.0
36105,3.0
36106,2.0
36107,3.0
36108,3.0
36109,3.0
36110,0.0
36111,1.0
36112,3.0
36113,3.0
36114,3.0
36115,0.0
36116,0.0
36117,1.0
36118,2.0
36119,2.0
36120,1.0
36121,0.0
36122,3.0
36123,0.0
36124,2.0
36125,2.0
36126,3.0
36127,3.0
36128,0.0
36129,0.0
36130,0.0
36131,3.0
36132,1.0
36133,0.0
36134,0.0
36135,3.0
36136,0.0
36137,2.0
36138,3.0
36139,1.0
36140,3.0
36141,0.0
36142,3.0
36143,2.0
36144,3.0
36145,2.0
36146,0.0
36147,3.0
36148,0.0
36149,0.0
36150,0.0
36151,3.0
36152,2.0
36153,0.0
36154,0.0
36155,3.0
36156,0.0
36157,1.0
36158,1.0
36159,1.0
36160,0.0
36161,2.0
36162,2.0
36163,3.0
36164,2.0
36165,0.0
36166,1.0
36167,1.0
36168,0.0
36169,1.0
36170,0.0
36171,2.0
36172,2.0
36173,1.0
36174,3.0
36175,3.0
36176,0.0
36177,3.0
36178,2.0
36179,3.0
36180,0.0
36181,1.0
36182,3.0
36183,0.0
36184,3.0
36185,1.0
36186,0.0
36187,3.0
36188,3.0
36189,1.0
36190,1.0
36191,0.0
36192,3.0
36193,0.0
36194,1.0
36195,0.0
36196,1.0
36197,1.0
36198,1.0
36199,0.0
36200,2.0
36201,3.0
36202,3.0
36203,1.0
36204,2.0
36205,2.0
36206,0.0
36207,0.0
36208,3.0
36209,1.0
36210,3.0
36211,1.0
36212,2.0
36213,0.0
36214,3.0
36215,3.0
36216,0.0
36217,1.0
36218,1.0
36219,3.0
36220,0.0
36221,0.0
36222,3.0
36223,3.0
36224,0.0
36225,3.0
36226,2.0
36227,0.0
36228,3.0
36229,3.0
36230,0.0
36231,3.0
36232,2.0
36233,1.0
36234,1.0
36235,3.0
36236,2.0
36237,3.0
36238,2.0
36239,3.0
36240,2.0
36241,0.0
36242,1.0
36243,1.0
36244,1.0
36245,2.0
36246,3.0
36247,0.0
36248,1.0
36249,0.0
36250,0.0
36251,3.0
36252,2.0
36253,1.0
36254,3.0
36255,3.0
36256,2.0
36257,3.0
36258,3.0
36259,3.0
36260,1.0
36261,1.0
36262,3.0
36263,1.0
36264,3.0
36265,0.0
36266,2.0
36267,3.0
36268,2.0
36269,0.0
36270,0.0
36271,1.0
36272,0.0
36273,1.0
36274,1.0
36275,3.0
36276,3.0
36277,1.0
36278,2.0
36279,2.0
36280,3.0
36281,1.0
36282,1.0
36283,0.0
36284,1.0
36285,1.0
36286,0.0
36287,1.0
36288,0.0
36289,1.0
36290,3.0
36291,0.0
36292,2.0
36293,0.0
36294,0.0
36295,2.0
36296,1.0
36297,0.0
36298,3.0
36299,3.0
36300,0.0
36301,3.0
36302,0.0
36303,3.0
36304,0.0
36305,0.0
36306,0.0
36307,1.0
36308,0.0
36309,2.0
36310,0.0
36311,1.0
36312,3.0
36313,3.0
36314,2.0
36315,0.0
36316,0.0
36317,2.0
36318,1.0
36319,0.0
36320,3.0
36321,1.0
36322,2.0
36323,2.0
36324,0.0
36325,3.0
36326,1.0
36327,0.0
36328,0.0
36329,2.0
36330,3.0
36331,2.0
36332,1.0
36333,3.0
36334,0.0
36335,3.0
36336,2.0
36337,2.0
36338,3.0
36339,2.0
36340,1.0
36341,3.0
36342,2.0
36343,1.0
36344,2.0
36345,2.0
36346,3.0
36347,2.0
36348,0.0
36349,2.0
36350,0.0
36351,3.0
36352,0.0
36353,3.0
36354,1.0
36355,0.0
36356,2.0
36357,1.0
36358,3.0
36359,0.0
36360,0.0
36361,3.0
36362,0.0
36363,1.0
36364,0.0
36365,0.0
36366,0.0
36367,1.0
36368,0.0
36369,0.0
36370,0.0
36371,1.0
36372,1.0
36373,3.0
36374,1.0
36375,1.0
36376,3.0
36377,0.0
36378,0.0
36379,2.0
36380,3.0
36381,1.0
36382,1.0
36383,0.0
36384,3.0
36385,0.0
36386,0.0
36387,0.0
36388,0.0
36389,0.0
36390,3.0
36391,0.0
36392,1.0
36393,1.0
36394,2.0
36395,3.0
36396,2.0
36397,3.0
36398,2.0
36399,0.0
36400,2.0
36401,1.0
36402,3.0
36403,2.0
36404,1.0
36405,3.0
36406,1.0
36407,2.0
36408,2.0
36409,0.0
36410,3.0
36411,0.0
36412,2.0
36413,3.0
36414,0.0
36415,3.0
36416,0.0
36417,1.0
36418,1.0
36419,1.0
36420,1.0
36421,2.0
36422,2.0
36423,0.0
36424,1.0
36425,1.0
36426,0.0
36427,3.0
36428,0.0
36429,2.0
36430,2.0
36431,2.0
36432,3.0
36433,2.0
36434,0.0
36435,3.0
36436,3.0
36437,2.0
36438,1.0
36439,1.0
36440,3.0
36441,0.0
36442,3.0
36443,3.0
36444,3.0
36445,0.0
36446,0.0
36447,3.0
36448,2.0
36449,1.0
36450,3.0
36451,1.0
36452,3.0
36453,2.0
36454,3.0
36455,0.0
36456,2.0
36457,1.0
36458,2.0
36459,0.0
36460,1.0
36461,3.0
36462,2.0
36463,3.0
36464,1.0
36465,3.0
36466,0.0
36467,0.0
36468,2.0
36469,3.0
36470,0.0
36471,3.0
36472,3.0
36473,1.0
36474,0.0
36475,2.0
36476,2.0
36477,1.0
36478,2.0
36479,2.0
36480,3.0
36481,3.0
36482,2.0
36483,2.0
36484,0.0
36485,1.0
36486,3.0
36487,1.0
36488,3.0
36489,0.0
36490,3.0
36491,3.0
36492,3.0
36493,0.0
36494,0.0
36495,1.0
36496,1.0
36497,1.0
36498,3.0
36499,0.0
36500,3.0
36501,2.0
36502,3.0
36503,1.0
36504,2.0
36505,3.0
36506,0.0
36507,1.0
36508,3.0
36509,0.0
36510,1.0
36511,3.0
36512,0.0
36513,1.0
36514,3.0
36515,0.0
36516,0.0
36517,1.0
36518,3.0
36519,0.0
36520,3.0
36521,0.0
36522,0.0
36523,0.0
36524,3.0
36525,1.0
36526,1.0
36527,1.0
36528,3.0
36529,2.0
36530,0.0
36531,2.0
36532,3.0
36533,1.0
36534,2.0
36535,0.0
36536,2.0
36537,1.0
36538,2.0
36539,3.0
36540,3.0
36541,2.0
36542,3.0
36543,0.0
36544,0.0
36545,0.0
36546,2.0
36547,0.0
36548,3.0
36549,2.0
36550,2.0
36551,1.0
36552,0.0
36553,1.0
36554,0.0
36555,0.0
36556,2.0
36557,2.0
36558,2.0
36559,2.0
36560,2.0
36561,3.0
36562,0.0
36563,1.0
36564,3.0
36565,3.0
36566,3.0
36567,1.0
36568,3.0
36569,1.0
36570,3.0
36571,0.0
36572,1.0
36573,0.0
36574,1.0
36575,2.0
36576,0.0
36577,3.0
36578,1.0
36579,3.0
36580,2.0
36581,3.0
36582,3.0
36583,3.0
36584,1.0
36585,2.0
36586,3.0
36587,0.0
36588,0.0
36589,2.0
36590,0.0
36591,2.0
36592,1.0
36593,0.0
36594,1.0
36595,0.0
36596,2.0
36597,1.0
36598,0.0
36599,1.0
36600,1.0
36601,0.0
36602,2.0
36603,3.0
36604,0.0
36605,3.0
36606,3.0
36607,0.0
36608,1.0
36609,0.0
36610,0.0
36611,2.0
36612,2.0
36613,2.0
36614,2.0
36615,1.0
36616,1.0
36617,2.0
36618,3.0
36619,1.0
36620,2.0
36621,0.0
36622,1.0
36623,2.0
36624,2.0
36625,2.0
36626,2.0
36627,0.0
36628,0.0
36629,1.0
36630,0.0
36631,3.0
36632,1.0
36633,2.0
36634,2.0
36635,1.0
36636,2.0
36637,1.0
36638,0.0
36639,0.0
36640,2.0
36641,1.0
36642,3.0
36643,2.0
36644,3.0
36645,0.0
36646,3.0
36647,3.0
36648,1.0
36649,0.0
36650,3.0
36651,2.0
36652,0.0
36653,1.0
36654,1.0
36655,1.0
36656,2.0
36657,2.0
36658,0.0
36659,3.0
36660,0.0
36661,1.0
36662,3.0
36663,3.0
36664,1.0
36665,2.0
36666,2.0
36667,3.0
36668,2.0
36669,0.0
36670,3.0
36671,3.0
36672,1.0
36673,1.0
36674,2.0
36675,2.0
36676,2.0
36677,3.0
36678,1.0
36679,1.0
36680,0.0
36681,1.0
36682,2.0
36683,3.0
36684,0.0
36685,0.0
36686,0.0
36687,0.0
36688,0.0
36689,1.0
36690,1.0
36691,3.0
36692,0.0
36693,1.0
36694,1.0
36695,0.0
36696,3.0
36697,1.0
36698,0.0
36699,2.0
36700,2.0
36701,1.0
36702,0.0
36703,2.0
36704,3.0
36705,3.0
36706,1.0
36707,3.0
36708,0.0
36709,1.0
36710,2.0
36711,3.0
36712,1.0
36713,1.0
36714,0.0
36715,0.0
36716,1.0
36717,3.0
36718,1.0
36719,0.0
36720,0.0
36721,2.0
36722,2.0
36723,2.0
36724,3.0
36725,3.0
36726,2.0
36727,3.0
36728,1.0
36729,0.0
36730,0.0
36731,1.0
36732,2.0
36733,3.0
36734,2.0
36735,2.0
36736,3.0
36737,0.0
36738,3.0
36739,3.0
36740,3.0
36741,2.0
36742,1.0
36743,2.0
36744,2.0
36745,3.0
36746,2.0
36747,1.0
36748,1.0
36749,0.0
36750,2.0
36751,1.0
36752,1.0
36753,2.0
36754,2.0
36755,3.0
36756,2.0
36757,2.0
36758,0.0
36759,0.0
36760,1.0
36761,3.0
36762,3.0
36763,1.0
36764,3.0
36765,0.0
36766,0.0
36767,0.0
36768,2.0
36769,2.0
36770,0.0
36771,0.0
36772,3.0
36773,1.0
36774,0.0
36775,3.0
36776,3.0
36777,3.0
36778,3.0
36779,3.0
36780,3.0
36781,3.0
36782,2.0
36783,1.0
36784,3.0
36785,0.0
36786,2.0
36787,2.0
36788,3.0
36789,0.0
36790,0.0
36791,2.0
36792,3.0
36793,3.0
36794,3.0
36795,0.0
36796,0.0
36797,1.0
36798,0.0
36799,3.0
36800,3.0
36801,2.0
36802,2.0
36803,2.0
36804,3.0
36805,3.0
36806,1.0
36807,3.0
36808,2.0
36809,2.0
36810,1.0
36811,1.0
36812,1.0
36813,3.0
36814,2.0
36815,1.0
36816,1.0
36817,0.0
36818,1.0
36819,1.0
36820,3.0
36821,2.0
36822,2.0
36823,2.0
36824,0.0
36825,3.0
36826,3.0
36827,3.0
36828,0.0
36829,0.0
36830,0.0
36831,2.0
36832,0.0
36833,2.0
36834,2.0
36835,1.0
36836,0.0
36837,0.0
36838,2.0
36839,3.0
36840,2.0
36841,3.0
36842,2.0
36843,0.0
36844,3.0
36845,1.0
36846,2.0
36847,2.0
36848,0.0
36849,3.0
36850,0.0
36851,1.0
36852,2.0
36853,2.0
36854,0.0
36855,1.0
36856,3.0
36857,3.0
36858,0.0
36859,1.0
36860,0.0
36861,2.0
36862,1.0
36863,2.0
36864,2.0
36865,3.0
36866,3.0
36867,3.0
36868,0.0
36869,0.0
36870,1.0
36871,2.0
36872,1.0
36873,1.0
36874,3.0
36875,3.0
36876,3.0
36877,1.0
36878,0.0
36879,1.0
36880,1.0
36881,0.0
36882,0.0
36883,3.0
36884,2.0
36885,3.0
36886,1.0
36887,0.0
36888,0.0
36889,0.0
36890,0.0
36891,3.0
36892,3.0
36893,2.0
36894,0.0
36895,1.0
36896,1.0
36897,2.0
36898,1.0
36899,3.0
36900,3.0
36901,3.0
36902,1.0
36903,2.0
36904,0.0
36905,0.0
36906,0.0
36907,0.0
36908,2.0
36909,3.0
36910,1.0
36911,1.0
36912,2.0
36913,1.0
36914,1.0
36915,3.0
36916,0.0
36917,1.0
36918,2.0
36919,2.0
36920,3.0
36921,3.0
36922,2.0
36923,1.0
36924,0.0
36925,1.0
36926,1.0
36927,0.0
36928,0.0
36929,1.0
36930,2.0
36931,0.0
36932,0.0
36933,1.0
36934,3.0
36935,3.0
36936,3.0
36937,0.0
36938,1.0
36939,0.0
36940,2.0
36941,2.0
36942,2.0
36943,1.0
36944,2.0
36945,3.0
36946,1.0
36947,2.0
36948,0.0
36949,2.0
36950,2.0
36951,2.0
36952,0.0
36953,2.0
36954,0.0
36955,0.0
36956,2.0
36957,2.0
36958,1.0
36959,2.0
36960,0.0
36961,3.0
36962,0.0
36963,1.0
36964,0.0
36965,1.0
36966,2.0
36967,3.0
36968,0.0
36969,0.0
36970,1.0
36971,3.0
36972,3.0
36973,0.0
36974,1.0
36975,2.0
36976,1.0
36977,1.0
36978,2.0
36979,1.0
36980,2.0
36981,2.0
36982,2.0
36983,1.0
36984,1.0
36985,0.0
