ID,Score
35287,2
35288,3
35289,3
35290,4
35291,3
35292,2
35293,2
35294,2
35295,3
35296,2
35297,3
35298,3
35299,3
35300,3
35301,4
35302,4
35303,3
35304,4
35305,3
35306,4
35307,4
35308,3
35309,2
35310,3
35311,3
35312,4
35313,4
35314,3
35315,4
35316,3
35317,4
35318,3
35319,4
35320,3
35321,3
35322,3
35323,4
35324,4
35325,3
35326,3
35327,3
35328,2
35329,4
35330,3
35331,3
35332,2
35333,4
35334,4
35335,4
35336,3
35337,3
35338,4
35339,3
35340,4
35341,3
35342,4
35343,4
35344,4
35345,3
35346,3
35347,3
35348,3
35349,3
35350,4
35351,3
35352,4
35353,3
35354,3
35355,2
35356,3
35357,4
35358,2
35359,3
35360,4
35361,2
35362,4
35363,2
35364,2
35365,4
35366,3
35367,2
35368,3
35369,3
35370,3
35371,3
35372,2
35373,2
35374,3
35375,3
35376,3
35377,3
35378,2
35379,4
35380,2
35381,2
35382,3
35383,4
35384,2
35385,3
35386,3
35387,3
35388,3
35389,2
35390,3
35391,4
35392,2
35393,3
35394,4
35395,3
35396,3
35397,3
35398,2
35399,4
35400,3
35401,1
35402,4
35403,2
35404,3
35405,2
35406,3
35407,2
35408,4
35409,3
35410,3
35411,3
35412,3
35413,3
35414,3
35415,2
35416,3
35417,2
35418,3
35419,2
35420,3
35421,5
35422,3
35423,2
35424,2
35425,3
35426,2
35427,4
35428,3
35429,3
35430,2
35431,4
35432,3
35433,4
35434,2
35435,3
35436,3
35437,2
35438,5
35439,4
35440,4
35441,2
35442,2
35443,2
35444,3
35445,4
35446,3
35447,4
35448,3
35449,2
35450,3
35451,4
35452,2
35453,4
35454,4
35455,3
35456,3
35457,4
35458,3
35459,4
35460,3
35461,3
35462,4
35463,4
35464,2
35465,3
35466,2
35467,2
35468,3
35469,2
35470,5
35471,3
35472,3
35473,3
35474,4
35475,3
35476,3
35477,3
35478,3
35479,3
35480,4
35481,2
35482,2
35483,4
35484,2
35485,3
35486,3
35487,2
35488,2
35489,3
35490,3
35491,4
35492,4
35493,2
35494,4
35495,1
35496,3
35497,2
35498,3
35499,3
35500,3
35501,2
35502,3
35503,4
35504,4
35505,3
35506,4
35507,3
35508,4
35509,5
35510,3
35511,3
35512,4
35513,3
35514,4
35515,3
35516,3
35517,4
35518,2
35519,3
35520,3
35521,2
35522,3
35523,2
35524,3
35525,3
35526,2
35527,4
35528,2
35529,2
35530,4
35531,3
35532,3
35533,4
35534,2
35535,3
35536,2
35537,3
35538,3
35539,4
35540,3
35541,4
35542,4
35543,3
35544,3
35545,3
35546,3
35547,2
35548,4
35549,3
35550,3
35551,3
35552,3
35553,2
35554,3
35555,2
35556,4
35557,3
35558,4
35559,2
35560,3
35561,4
35562,3
35563,2
35564,3
35565,4
35566,2
35567,4
35568,3
35569,2
35570,4
35571,2
35572,1
35573,3
35574,2
35575,3
35576,3
35577,4
35578,3
35579,3
35580,3
35581,3
35582,3
35583,4
35584,3
35585,3
35586,2
35587,3
35588,3
35589,4
35590,2
35591,3
35592,3
35593,3
35594,3
35595,4
35596,3
35597,3
35598,3
35599,2
35600,3
35601,2
35602,3
35603,3
35604,3
35605,3
35606,3
35607,2
35608,2
35609,4
35610,3
35611,4
35612,2
35613,3
35614,3
35615,4
35616,4
35617,4
35618,4
35619,3
35620,2
35621,3
35622,3
35623,3
35624,3
35625,4
35626,3
35627,2
35628,3
35629,4
35630,2
35631,1
35632,4
35633,3
35634,3
35635,3
35636,4
35637,4
35638,4
35639,4
35640,2
35641,3
35642,3
35643,3
35644,4
35645,2
35646,2
35647,4
35648,2
35649,3
35650,3
35651,4
35652,3
35653,2
35654,4
35655,3
35656,2
35657,3
35658,4
35659,4
35660,3
35661,3
35662,3
35663,3
35664,2
35665,2
35666,3
35667,3
35668,3
35669,3
35670,4
35671,3
35672,4
35673,3
35674,3
35675,4
35676,3
35677,3
35678,3
35679,4
35680,2
35681,3
35682,2
35683,3
35684,2
35685,3
35686,4
35687,2
35688,3
35689,3
35690,4
35691,4
35692,4
35693,4
35694,2
35695,4
35696,3
35697,4
35698,3
35699,4
35700,3
35701,3
35702,4
35703,4
35704,3
35705,4
35706,4
35707,2
35708,3
35709,3
35710,3
35711,3
35712,3
35713,4
35714,3
35715,2
35716,3
35717,3
35718,4
35719,3
35720,3
35721,4
35722,5
35723,5
35724,2
35725,3
35726,4
35727,4
35728,3
35729,3
35730,2
35731,4
35732,3
35733,3
35734,4
35735,4
35736,4
35737,2
35738,2
35739,4
35740,3
35741,3
35742,3
35743,3
35744,3
35745,3
35746,4
35747,3
35748,2
35749,4
35750,4
35751,2
35752,4
35753,2
35754,3
35755,3
35756,3
35757,2
35758,3
35759,2
35760,2
35761,3
35762,4
35763,2
35764,2
35765,3
35766,3
35767,2
35768,2
35769,3
35770,2
35771,2
35772,2
35773,2
35774,2
35775,2
35776,3
35777,2
35778,2
35779,2
35780,2
35781,4
35782,3
35783,3
35784,3
35785,3
35786,2
35787,2
35788,3
35789,2
35790,2
35791,2
35792,2
35793,3
35794,3
35795,4
35796,3
35797,2
35798,4
35799,4
35800,2
35801,2
35802,3
35803,3
35804,3
35805,4
35806,3
35807,4
35808,4
35809,2
35810,2
35811,1
35812,3
35813,2
35814,2
35815,3
35816,2
35817,3
35818,2
35819,3
35820,2
35821,3
35822,2
35823,2
35824,3
35825,2
35826,3
35827,3
35828,3
35829,4
35830,3
35831,2
35832,3
35833,4
35834,3
35835,2
35836,2
35837,2
35838,3
35839,2
35840,2
35841,3
35842,2
35843,3
35844,3
35845,2
35846,2
35847,2
35848,3
35849,2
35850,3
35851,3
35852,4
35853,3
35854,2
35855,2
35856,4
35857,2
35858,2
35859,2
35860,3
35861,3
35862,3
35863,3
35864,3
35865,2
35866,3
35867,2
35868,2
35869,3
35870,3
35871,3
35872,4
35873,2
35874,3
35875,3
35876,3
35877,2
35878,4
35879,4
35880,3
35881,2
35882,3
35883,3
35884,2
35885,2
35886,2
35887,2
35888,3
35889,4
35890,3
35891,3
35892,2
35893,5
35894,3
35895,2
35896,3
35897,2
35898,3
35899,3
35900,3
35901,4
35902,2
35903,4
35904,2
35905,3
35906,3
35907,3
35908,3
35909,3
35910,3
35911,3
35912,3
35913,3
35914,4
35915,3
35916,3
35917,2
35918,3
35919,3
35920,4
35921,3
35922,3
35923,4
35924,4
35925,4
35926,3
35927,4
35928,3
35929,2
35930,3
35931,3
35932,5
35933,2
35934,4
35935,2
35936,4
35937,3
35938,3
35939,4
35940,3
35941,3
35942,4
35943,4
35944,3
35945,4
35946,4
35947,3
35948,4
35949,4
35950,3
35951,3
35952,4
35953,4
35954,2
35955,4
35956,4
35957,3
35958,3
35959,3
35960,3
35961,3
35962,4
35963,3
35964,5
35965,3
35966,3
35967,2
35968,4
35969,3
35970,3
35971,4
35972,3
35973,4
35974,3
35975,4
35976,4
35977,5
35978,1
35979,3
35980,4
35981,3
35982,2
35983,2
35984,2
35985,1
35986,2
35987,2
35988,2
35989,3
35990,3
35991,3
35992,2
35993,4
35994,3
35995,4
35996,3
35997,3
35998,3
35999,3
36000,3
36001,4
36002,3
36003,4
36004,4
36005,3
36006,4
36007,4
36008,4
36009,4
36010,4
36011,3
36012,4
36013,3
36014,4
36015,4
36016,2
36017,2
36018,3
36019,3
36020,4
36021,3
36022,3
36023,3
36024,3
36025,4
36026,4
36027,3
36028,3
36029,4
36030,3
36031,4
36032,2
36033,4
36034,3
36035,3
36036,3
36037,4
36038,3
36039,3
36040,2
36041,3
36042,4
36043,3
36044,2
36045,3
36046,4
36047,3
36048,1
36049,3
36050,3
36051,3
36052,4
36053,5
36054,4
36055,4
36056,2
36057,4
36058,3
36059,4
36060,3
36061,3
36062,4
36063,4
36064,3
36065,3
36066,2
36067,4
36068,1
36069,3
36070,3
36071,4
36072,4
36073,4
36074,5
36075,2
36076,3
36077,3
36078,4
36079,3
36080,3
36081,3
36082,3
36083,3
36084,4
36085,2
36086,4
36087,3
36088,3
36089,3
36090,4
36091,3
36092,4
36093,4
36094,3
36095,3
36096,4
36097,3
36098,4
36099,3
36100,3
36101,4
36102,4
36103,3
36104,4
36105,2
36106,3
36107,3
36108,3
36109,4
36110,3
36111,3
36112,3
36113,3
36114,2
36115,3
36116,4
36117,3
36118,2
36119,3
36120,4
36121,4
36122,3
36123,2
36124,4
36125,3
36126,3
36127,3
36128,3
36129,2
36130,3
36131,3
36132,4
36133,2
36134,3
36135,2
36136,4
36137,2
36138,4
36139,3
36140,4
36141,2
36142,4
36143,3
36144,2
36145,5
36146,3
36147,3
36148,3
36149,3
36150,3
36151,4
36152,2
36153,3
36154,3
36155,4
36156,4
36157,2
36158,4
36159,3
36160,3
36161,3
36162,2
36163,4
36164,2
36165,3
36166,1
36167,2
36168,2
36169,4
36170,3
36171,3
36172,3
36173,2
36174,2
36175,3
36176,4
36177,3
36178,3
36179,2
36180,4
36181,4
36182,3
36183,4
36184,3
36185,3
36186,4
36187,4
36188,4
36189,2
36190,3
36191,4
36192,3
36193,3
36194,4
36195,3
36196,3
36197,3
36198,2
36199,3
36200,3
36201,3
36202,3
36203,2
36204,3
36205,3
36206,2
36207,3
36208,2
36209,3
36210,2
36211,3
36212,4
36213,4
36214,4
36215,3
36216,3
36217,3
36218,4
36219,2
36220,3
36221,4
36222,4
36223,3
36224,3
36225,2
36226,3
36227,4
36228,4
36229,3
36230,4
36231,5
36232,3
36233,2
36234,3
36235,3
36236,3
36237,4
36238,3
36239,2
36240,4
36241,4
36242,3
36243,2
36244,3
36245,2
36246,3
36247,3
36248,3
36249,2
36250,2
36251,2
36252,1
36253,2
36254,3
36255,2
36256,3
36257,2
36258,2
36259,2
36260,3
36261,2
36262,2
36263,2
36264,3
36265,3
36266,3
36267,3
36268,3
36269,2
36270,2
36271,2
36272,3
36273,3
36274,2
36275,2
36276,3
36277,2
36278,3
36279,2
36280,2
36281,1
36282,3
36283,3
36284,4
36285,3
36286,4
36287,4
36288,3
36289,2
36290,2
36291,4
36292,3
36293,2
36294,4
36295,3
36296,4
36297,3
36298,3
36299,4
36300,4
36301,2
36302,2
36303,2
36304,4
36305,3
36306,4
36307,3
36308,2
36309,4
36310,3
36311,3
36312,3
36313,2
36314,3
36315,4
36316,3
36317,4
36318,3
36319,3
36320,4
36321,3
36322,3
36323,2
36324,2
36325,4
36326,4
36327,2
36328,2
36329,2
36330,2
36331,3
36332,3
36333,3
36334,2
36335,3
36336,3
36337,3
36338,4
36339,4
36340,3
36341,4
36342,4
36343,4
36344,4
36345,3
36346,4
36347,3
36348,3
36349,4
36350,4
36351,2
36352,3
36353,2
36354,2
36355,3
36356,3
36357,2
36358,3
36359,2
36360,3
36361,3
36362,4
36363,3
36364,4
36365,3
36366,3
36367,3
36368,3
36369,3
36370,3
36371,4
36372,4
36373,3
36374,3
36375,3
36376,3
36377,3
36378,3
36379,3
36380,2
36381,3
36382,3
36383,3
36384,4
36385,3
36386,3
36387,4
36388,3
36389,4
36390,3
36391,3
36392,3
36393,3
36394,3
36395,4
36396,3
36397,4
36398,4
36399,4
36400,4
36401,1
36402,3
36403,5
36404,3
36405,3
36406,3
36407,4
36408,4
36409,3
36410,4
36411,2
36412,3
36413,3
36414,3
36415,3
36416,3
36417,3
36418,3
36419,2
36420,3
36421,3
36422,3
36423,3
36424,4
36425,3
36426,4
36427,3
36428,3
36429,3
36430,3
36431,4
36432,3
36433,4
36434,4
36435,4
36436,3
36437,4
36438,4
36439,3
36440,4
36441,3
36442,1
36443,3
36444,3
36445,4
36446,4
36447,3
36448,3
36449,2
36450,4
36451,3
36452,3
36453,3
36454,3
36455,3
36456,4
36457,1
36458,2
36459,3
36460,3
36461,3
36462,3
36463,4
36464,4
36465,4
36466,3
36467,2
36468,4
36469,3
36470,3
36471,4
36472,4
36473,2
36474,3
36475,2
36476,3
36477,4
36478,2
36479,3
36480,4
36481,2
36482,2
36483,2
36484,4
36485,4
36486,4
36487,3
36488,4
36489,4
36490,3
36491,4
36492,3
36493,4
36494,4
36495,3
36496,4
36497,3
36498,3
36499,4
36500,2
36501,4
36502,3
36503,4
36504,3
36505,4
36506,3
36507,3
36508,2
36509,3
36510,4
36511,4
36512,4
36513,4
36514,3
36515,3
36516,3
36517,3
36518,4
36519,4
36520,3
36521,3
36522,3
36523,4
36524,3
36525,3
36526,4
36527,3
36528,3
36529,3
36530,5
36531,2
36532,4
36533,2
36534,3
36535,3
36536,3
36537,4
36538,2
36539,3
36540,1
36541,4
36542,2
36543,4
36544,3
36545,2
36546,2
36547,3
36548,4
36549,2
36550,3
36551,4
36552,5
36553,3
36554,3
36555,4
36556,4
36557,2
36558,3
36559,2
36560,3
36561,4
36562,2
36563,3
36564,4
36565,3
36566,4
36567,3
36568,3
36569,3
36570,2
36571,3
36572,3
36573,3
36574,2
36575,3
36576,3
36577,2
36578,4
36579,3
36580,4
36581,3
36582,4
36583,4
36584,3
36585,3
36586,3
36587,3
36588,2
36589,1
36590,3
36591,4
36592,3
36593,1
36594,2
36595,3
36596,2
36597,2
36598,2
36599,2
36600,2
36601,3
36602,3
36603,3
36604,3
36605,4
36606,2
36607,4
36608,2
36609,3
36610,2
36611,3
36612,3
36613,4
36614,3
36615,4
36616,3
36617,4
36618,2
36619,1
36620,2
36621,3
36622,2
36623,3
36624,4
36625,2
36626,4
36627,4
36628,3
36629,3
36630,4
36631,3
36632,3
36633,4
36634,3
36635,3
36636,3
36637,4
36638,3
36639,4
36640,3
36641,4
36642,3
36643,3
36644,3
36645,3
36646,2
36647,3
36648,4
36649,3
36650,3
36651,3
36652,2
36653,2
36654,3
36655,3
36656,4
36657,2
36658,3
36659,3
36660,2
36661,4
36662,3
36663,3
36664,2
36665,4
36666,4
36667,4
36668,2
36669,2
36670,4
36671,3
36672,4
36673,3
36674,3
36675,4
36676,4
36677,3
36678,3
36679,4
36680,3
36681,3
36682,3
36683,3
36684,4
36685,4
36686,3
36687,4
36688,3
36689,3
36690,2
36691,3
36692,3
36693,4
36694,3
36695,3
36696,5
36697,3
36698,3
36699,4
36700,2
36701,3
36702,3
36703,4
36704,3
36705,3
36706,4
36707,4
36708,4
36709,4
36710,3
36711,3
36712,3
36713,3
36714,4
36715,3
36716,3
36717,3
36718,3
36719,3
36720,4
36721,3
36722,3
36723,4
36724,4
36725,4
36726,3
36727,3
36728,2
36729,4
36730,4
36731,2
36732,3
36733,2
36734,3
36735,3
36736,3
36737,4
36738,5
36739,3
36740,3
36741,3
36742,3
36743,2
36744,3
36745,3
36746,2
36747,5
36748,4
36749,4
36750,4
36751,4
36752,3
36753,3
36754,4
36755,3
36756,3
36757,4
36758,3
36759,3
36760,4
36761,3
36762,3
36763,2
36764,3
36765,3
36766,4
36767,3
36768,2
36769,2
36770,4
36771,3
36772,2
36773,3
36774,4
36775,4
36776,4
36777,2
36778,4
36779,3
36780,2
36781,3
36782,3
36783,2
36784,3
36785,3
36786,4
36787,3
36788,3
36789,4
36790,3
36791,4
36792,4
36793,5
36794,3
36795,3
36796,2
36797,4
36798,4
36799,3
36800,4
36801,4
36802,4
36803,3
36804,3
36805,3
36806,3
36807,3
36808,2
36809,3
36810,1
36811,3
36812,4
36813,3
36814,3
36815,4
36816,3
36817,3
36818,4
36819,3
36820,3
36821,3
36822,3
36823,3
36824,4
36825,3
36826,4
36827,3
36828,2
36829,3
36830,2
36831,3
36832,3
36833,4
36834,4
36835,4
36836,3
36837,3
36838,3
36839,2
36840,4
36841,3
36842,2
36843,3
36844,4
36845,3
36846,3
36847,2
36848,3
36849,2
36850,3
36851,3
36852,2
36853,4
36854,3
36855,4
36856,4
36857,3
36858,4
36859,3
36860,2
36861,3
36862,3
36863,4
36864,3
36865,3
36866,3
36867,3
36868,3
36869,3
36870,4
36871,3
36872,4
36873,3
36874,3
36875,4
36876,3
36877,4
36878,3
36879,4
36880,3
36881,2
36882,3
36883,3
36884,3
36885,2
36886,3
36887,3
36888,3
36889,2
36890,4
36891,3
36892,3
36893,5
36894,3
36895,3
36896,2
36897,3
36898,3
36899,4
36900,2
36901,3
36902,3
36903,4
36904,3
36905,3
36906,3
36907,3
36908,2
36909,3
36910,3
36911,4
36912,5
36913,3
36914,3
36915,3
36916,3
36917,3
36918,2
36919,3
36920,3
36921,2
36922,3
36923,3
36924,4
36925,3
36926,3
36927,4
36928,3
36929,3
36930,4
36931,3
36932,3
36933,2
36934,4
36935,3
36936,3
36937,4
36938,4
36939,3
36940,3
36941,3
36942,4
36943,2
36944,3
36945,3
36946,2
36947,4
36948,3
36949,3
36950,2
36951,2
36952,2
36953,3
36954,2
36955,4
36956,2
36957,3
36958,4
36959,3
36960,3
36961,4
36962,3
36963,4
36964,4
36965,3
36966,3
36967,4
36968,3
36969,3
36970,4
36971,2
36972,4
36973,2
36974,3
36975,4
36976,3
36977,3
36978,3
36979,3
36980,2
36981,3
36982,3
36983,4
36984,4
36985,2
36986,3
36987,3
36988,3
36989,2
36990,4
36991,4
36992,5
36993,3
36994,3
36995,4
36996,3
36997,2
36998,3
36999,3
37000,2
37001,3
37002,3
37003,3
37004,4
37005,2
37006,3
37007,3
37008,3
37009,3
37010,3
37011,3
37012,3
37013,4
37014,4
37015,3
37016,4
37017,4
37018,4
37019,4
37020,3
37021,3
37022,4
37023,2
37024,3
37025,2
37026,3
37027,4
37028,3
37029,4
37030,4
37031,2
37032,3
37033,3
37034,3
37035,3
37036,2
37037,2
37038,2
37039,2
37040,2
37041,2
37042,3
37043,5
37044,4
37045,1
37046,3
37047,4
37048,4
37049,3
37050,2
37051,4
37052,4
37053,3
37054,3
37055,3
37056,4
37057,4
37058,3
37059,4
37060,3
37061,4
37062,3
37063,3
37064,3
37065,3
37066,3
37067,3
37068,3
37069,4
37070,3
37071,4
37072,3
37073,3
37074,2
37075,4
37076,4
37077,1
37078,4
37079,3
37080,3
37081,4
37082,3
37083,3
37084,2
37085,2
37086,3
37087,4
37088,3
37089,3
37090,2
37091,3
37092,2
37093,3
37094,3
37095,4
37096,3
37097,3
37098,3
37099,3
37100,4
37101,2
37102,2
37103,4
37104,4
37105,2
37106,3
37107,2
37108,3
37109,2
37110,4
37111,4
37112,3
37113,2
37114,3
37115,3
37116,4
37117,4
37118,4
37119,3
37120,5
37121,4
37122,4
37123,3
37124,4
37125,3
37126,3
37127,2
37128,2
37129,3
37130,4
37131,3
37132,2
37133,4
37134,4
37135,3
37136,4
37137,3
37138,4
37139,3
37140,4
37141,3
37142,4
37143,2
37144,3
37145,3
37146,4
37147,2
37148,3
37149,3
37150,4
37151,3
37152,3
37153,3
37154,3
37155,3
37156,2
37157,3
37158,4
37159,3
37160,3
37161,3
37162,4
37163,3
37164,4
37165,2
37166,3
37167,4
37168,3
37169,2
37170,4
37171,3
37172,4
37173,5
37174,3
37175,3
37176,2
37177,4
37178,5
37179,2
37180,3
37181,3
37182,3
37183,1
37184,3
37185,2
37186,3
37187,2
37188,3
37189,3
37190,2
37191,4
37192,4
37193,2
37194,3
37195,4
37196,3
37197,4
37198,3
37199,3
37200,3
37201,2
37202,4
37203,3
37204,3
37205,3
37206,3
37207,5
37208,5
37209,2
37210,4
37211,4
37212,4
37213,4
37214,4
37215,5
37216,3
37217,5
37218,4
37219,4
37220,3
37221,4
37222,3
37223,4
37224,4
37225,4
37226,3
37227,3
37228,4
37229,3
37230,2
37231,3
37232,2
37233,3
37234,2
37235,3
37236,3
37237,3
37238,4
37239,3
37240,3
37241,3
37242,4
37243,4
37244,3
37245,2
37246,3
37247,3
37248,3
37249,3
37250,3
37251,3
37252,2
37253,3
37254,3
37255,4
37256,4
37257,3
37258,4
37259,4
37260,4
37261,3
37262,3
37263,3
37264,3
37265,2
37266,3
37267,3
37268,3
37269,3
37270,4
37271,3
37272,4
37273,3
37274,4
37275,2
37276,3
37277,3
37278,3
37279,3
37280,2
37281,4
37282,3
37283,3
37284,2
37285,4
37286,3
37287,4
37288,2
37289,3
37290,2
37291,4
37292,2
37293,4
37294,3
37295,3
37296,3
37297,3
37298,3
37299,2
37300,2
37301,3
37302,3
37303,5
37304,2
37305,3
37306,3
37307,3
37308,3
37309,3
37310,3
37311,2
37312,2
37313,2
37314,3
37315,3
37316,4
37317,3
37318,3
37319,3
37320,3
37321,4
37322,4
37323,1
37324,4
37325,2
37326,2
37327,2
37328,4
37329,2
37330,3
37331,1
37332,3
37333,3
37334,2
37335,3
37336,4
37337,3
37338,4
37339,3
37340,2
37341,2
37342,3
37343,3
37344,2
37345,3
37346,2
37347,4
37348,2
37349,4
37350,2
37351,2
37352,2
37353,2
37354,2
37355,3
37356,2
37357,2
37358,3
37359,3
37360,2
37361,2
37362,2
37363,4
37364,3
37365,4
37366,4
37367,4
37368,5
37369,4
37370,4
37371,3
37372,4
37373,3
37374,3
37375,2
37376,3
37377,3
37378,3
37379,3
37380,3
37381,4
37382,2
37383,2
37384,4
37385,4
37386,4
37387,2
37388,3
37389,3
37390,5
37391,3
37392,4
37393,4
37394,3
37395,3
37396,3
37397,3
37398,3
37399,4
37400,3
37401,3
37402,3
37403,2
37404,3
37405,3
37406,4
37407,3
37408,3
37409,3
37410,3
37411,4
37412,2
37413,3
37414,4
37415,4
37416,3
37417,3
37418,3
37419,3
37420,3
37421,3
37422,4
37423,3
37424,4
37425,2
37426,2
37427,3
37428,3
37429,4
37430,5
37431,4
37432,4
37433,3
37434,4
37435,3
37436,3
37437,4
37438,2
37439,4
37440,4
37441,4
37442,4
37443,3
37444,4
37445,5
37446,4
37447,3
37448,4
37449,3
37450,3
37451,3
37452,4
37453,4
37454,3
37455,3
37456,3
37457,3
37458,4
37459,3
37460,3
37461,3
37462,3
37463,3
37464,3
37465,2
37466,3
37467,2
37468,3
37469,4
37470,3
37471,1
37472,4
37473,3
37474,4
37475,4
37476,3
37477,4
37478,2
37479,3
37480,3
37481,2
37482,4
37483,4
37484,3
37485,2
37486,3
37487,3
37488,3
37489,2
37490,3
37491,3
37492,3
37493,2
37494,2
37495,4
37496,3
37497,2
37498,3
37499,2
37500,2
37501,2
37502,3
37503,3
37504,4
37505,4
37506,2
37507,2
37508,3
37509,2
37510,2
37511,2
37512,2
37513,4
37514,3
37515,4
37516,3
37517,3
37518,3
37519,3
37520,2
37521,2
37522,3
37523,2
37524,2
37525,2
37526,2
37527,3
37528,1
37529,1
37530,3
37531,3
37532,3
37533,3
37534,2
37535,4
37536,4
37537,3
37538,3
37539,2
37540,3
37541,3
37542,3
37543,3
37544,3
37545,2
37546,3
37547,3
37548,3
37549,2
37550,3
37551,3
37552,2
37553,3
37554,2
37555,3
37556,3
37557,3
37558,3
37559,3
37560,3
37561,3
37562,2
37563,3
37564,4
37565,2
37566,2
37567,3
37568,3
37569,3
37570,3
37571,2
37572,2
37573,3
37574,2
37575,1
37576,1
37577,3
37578,3
37579,3
37580,2
37581,2
37582,2
37583,2
37584,2
37585,2
37586,3
37587,3
37588,3
37589,3
37590,3
37591,2
37592,3
37593,2
37594,3
37595,3
37596,3
37597,3
37598,3
37599,2
37600,3
37601,1
37602,2
37603,4
37604,4
37605,3
37606,3
37607,3
37608,4
37609,4
37610,2
37611,4
37612,3
37613,4
37614,3
37615,3
37616,4
37617,4
37618,3
37619,3
37620,2
37621,3
37622,2
37623,3
37624,3
37625,3
37626,4
37627,3
37628,4
37629,4
37630,3
37631,3
37632,3
37633,4
37634,2
37635,4
37636,2
37637,3
37638,1
37639,3
37640,3
37641,4
37642,3
37643,2
37644,2
37645,4
37646,3
37647,3
37648,3
37649,4
37650,4
37651,2
37652,2
37653,3
37654,3
37655,3
37656,4
37657,3
37658,4
37659,3
37660,3
37661,3
37662,4
37663,4
37664,3
37665,3
37666,3
37667,4
37668,2
37669,3
37670,3
37671,3
37672,3
37673,4
37674,3
37675,3
37676,3
37677,3
37678,3
37679,2
37680,3
37681,2
37682,3
37683,4
37684,4
37685,3
37686,2
37687,3
37688,4
37689,2
37690,4
37691,4
37692,4
37693,3
37694,1
37695,4
37696,3
37697,3
37698,4
37699,3
37700,2
37701,3
37702,3
37703,3
37704,2
37705,4
37706,2
37707,2
37708,3
37709,2
37710,4
37711,3
37712,3
37713,4
37714,4
37715,2
37716,2
37717,2
37718,3
37719,4
37720,4
37721,2
37722,3
37723,2
37724,3
37725,3
37726,3
37727,2
37728,4
37729,2
37730,2
37731,3
37732,4
37733,3
37734,2
37735,3
37736,2
37737,3
37738,3
37739,3
37740,2
37741,4
37742,3
37743,4
37744,2
37745,2
37746,3
37747,3
37748,2
37749,3
37750,3
37751,4
37752,3
37753,4
37754,4
37755,3
37756,3
37757,4
37758,4
37759,2
37760,3
37761,3
37762,5
37763,3
37764,3
37765,3
37766,4
37767,3
37768,4
37769,3
37770,3
37771,3
37772,3
37773,3
37774,4
37775,3
37776,3
37777,3
37778,3
37779,3
37780,4
37781,4
37782,3
37783,3
37784,4
