,ID,Predicted_Target
145,35133,3.6965765215420503
146,35134,3.0443769171538975
147,35135,1.9720962423596575
148,35136,2.938667035513281
149,35137,2.790295104926676
150,35138,2.4406183018356336
151,35139,2.2720559570683405
152,35140,4.507232131420833
153,35141,4.029836999047325
154,35142,3.753696522100283
155,35143,2.6207591196072926
156,35144,3.100747529964317
157,35145,2.8429931706806504
158,35146,2.927954083815597
159,35147,3.6082796814924474
160,35148,3.428579059699935
161,35149,3.2222946047629963
162,35150,3.0749663708469557
163,35151,2.377767158958831
164,35152,1.1432450991729763
165,35153,3.1985856108564192
166,35154,1.745502810168656
167,35155,2.9198710955781477
168,35156,2.4422941011459764
169,35157,3.363281642632404
170,35158,2.5959342973915476
171,35159,3.6249016115216226
172,35160,3.0754898026636344
173,35161,3.17435718806159
174,35162,3.497723811010327
175,35163,1.5459231487495018
176,35164,2.9333509404523133
177,35165,2.5613182798898433
178,35166,3.081840491724397
179,35167,3.2782590662007145
180,35168,2.0982991788873244
181,35169,3.5710394260339577
182,35170,2.5000544393636734
183,35171,3.2683287300206234
184,35172,2.6019020354471225
185,35173,2.9144857543955585
186,35174,3.7238138717059845
187,35175,2.930472376679625
188,35176,3.6280829689085303
189,35177,3.341252293577762
190,35178,3.4127572817921226
191,35179,2.8337571869367157
192,35180,3.22187766398397
193,35181,3.2820430590150886
194,35182,2.4651937417520524
195,35183,3.069540976163159
196,35184,2.3863287452235573
197,35185,3.7651815344795057
198,35186,3.4717721247527487
199,35187,2.912519640588181
200,35188,2.304468197897198
201,35189,1.8945923917642395
202,35190,2.942725008036379
203,35191,4.331094704407823
204,35192,2.815124705153729
205,35193,2.91700494166327
206,35194,3.3186918980760054
207,35195,2.014717271235778
208,35196,2.8203150559628254
209,35197,3.0450138158263624
210,35198,3.2220385016003465
211,35199,2.138522743495141
212,35200,2.4362972290876552
213,35201,1.9068080927970477
214,35202,3.7504628804854376
215,35203,3.637018070097966
216,35204,3.035981142962577
217,35205,2.9144473997063622
218,35206,2.8796563060017446
219,35207,2.801003486192315
220,35208,5.00654564456291
221,35209,3.7007095320929446
222,35210,3.2993491151304863
223,35211,4.273660249530158
224,35212,4.706712315108833
225,35213,3.286048895626598
226,35214,2.941767100333414
227,35215,3.3485858886363062
228,35216,2.543122247022632
229,35217,3.5027164735152967
230,35218,3.9133470995354314
231,35219,2.2067502755439383
232,35220,3.5048806818096208
233,35221,3.8743991897374306
234,35222,3.0688371111727295
235,35223,2.5991090671176376
236,35224,3.454791149903785
237,35225,2.515022295018481
238,35226,2.000257378050903
239,35227,2.1188103352877685
240,35228,4.06827065619729
241,35229,2.624262835777966
242,35230,3.611552184057777
243,35231,3.6772391091736094
244,35232,4.030329301045219
245,35233,3.1608453710387274
246,35234,2.949975809567305
247,35235,2.943938939432128
248,35236,2.6764797991000178
249,35237,2.2619440308259753
250,35238,3.0237467217090606
251,35239,2.1764053258318636
252,35240,3.438198651088423
253,35241,2.0697900631722392
254,35242,2.17224954977012
255,35243,3.0873401312682645
256,35244,3.417327899296829
257,35245,3.3231672773783663
258,35246,3.817195273982837
259,35247,3.5474326840472594
260,35248,1.6432313793905136
261,35249,2.3045510331252785
262,35250,3.019141181103938
263,35251,2.632040876277155
264,35252,4.613907078353188
265,35253,3.695894839539728
266,35254,2.6546764811910073
267,35255,2.954411645603643
268,35256,2.6770267823000693
269,35257,3.5504492313489724
270,35258,3.480926310250718
271,35259,3.055812547019675
272,35260,3.074452935121855
273,35261,2.978803459475418
274,35262,3.8059243410996486
275,35263,2.5203539607692247
276,35264,3.128267071160008
277,35265,3.4899250536445376
278,35266,1.948241383989014
279,35267,3.7215408888615036
280,35268,2.214629843195979
281,35269,2.919793208835896
282,35270,3.41687054451925
283,35271,3.247742912245369
284,35272,3.285508599458806
285,35273,3.0800179502484966
286,35274,3.373168800842329
287,35275,3.7775423280956164
288,35276,2.9541380173699654
289,35277,3.533193350645036
290,35278,3.214246728412588
291,35279,3.5658499093486404
292,35280,3.5081079731594604
293,35281,3.194493435911345
294,35282,2.7096222095786917
295,35283,2.401713784982875
296,35284,3.4624458051295415
297,35285,3.817822551211716
298,35286,2.8101710210949595
299,35287,1.5584115561736265
300,35288,3.099550645524866
301,35289,2.6499455134914287
302,35290,3.834878206722519
303,35291,2.7385126844696224
304,35292,1.9211765180867735
305,35293,2.143506276477886
306,35294,2.1186430274312693
307,35295,2.969650209334477
308,35296,1.6952438523983726
309,35297,2.446633808887678
310,35298,2.812762593169654
311,35299,2.7791620182564136
312,35300,2.4202508064499915
313,35301,4.422649995178551
314,35302,3.4749666522056284
315,35303,2.8291133386242855
316,35304,4.228339937936179
317,35305,3.406720268692674
318,35306,4.353143003146348
319,35307,4.223287501038088
320,35308,2.9810453542896918
321,35309,2.359540717455715
322,35310,2.9838645705335334
323,35311,3.0778164389165883
324,35312,3.971135273855465
325,35313,4.0099879435762915
326,35314,3.154216564938124
327,35315,3.979061614646305
328,35316,2.896118234234035
329,35317,4.208194692145675
330,35318,3.2332432251519876
331,35319,3.7275730855057256
332,35320,3.114521517860633
333,35321,3.058497678078078
334,35322,2.4107636510003494
335,35323,3.6516928599817966
336,35324,4.121151552544371
337,35325,2.9907864183927257
338,35326,3.219365997082433
339,35327,2.9398342598102287
340,35328,1.7678775230150239
341,35329,4.081565616262732
342,35330,2.637294796403744
343,35331,3.2665410966552075
344,35332,2.330610699140194
345,35333,3.483835856391091
346,35334,3.7376315207836104
347,35335,3.5536417748675397
348,35336,3.0007155878962615
349,35337,3.356459742915146
350,35338,3.6082180975892846
351,35339,3.251276539017849
352,35340,4.322342515019043
353,35341,3.2109302401137736
354,35342,4.19813630477133
355,35343,3.5977071435235284
356,35344,3.68402102460872
357,35345,3.022213692469809
358,35346,3.1888694248215006
359,35347,3.418349684449321
360,35348,2.8536133081445945
361,35349,2.656629649330274
362,35350,3.616313930689316
363,35351,3.068502968777675
364,35352,3.701756131640201
365,35353,3.0481616990672653
366,35354,2.6207149620213066
367,35355,1.7951046158536867
368,35356,2.9585801385986668
369,35357,3.8653517980493
370,35358,2.1284928978187336
371,35359,2.57824877962977
372,35360,4.12851817905515
373,35361,1.6532184652082569
374,35362,4.162204589391613
375,35363,2.164066782441927
376,35364,2.298664559374373
377,35365,3.54817853515159
378,35366,2.5246075939451194
379,35367,1.8032965014308249
380,35368,3.3391581224845304
381,35369,3.1566488255602776
382,35370,3.164627384207162
383,35371,3.20799716710764
384,35372,2.3858405786669863
385,35373,1.5854530878153246
386,35374,3.189780663623069
387,35375,2.8293119706826504
388,35376,3.387387543295175
389,35377,3.064828240210182
390,35378,1.616218054879065
391,35379,4.117066123635438
392,35380,2.4096547229906964
393,35381,2.250572106814746
394,35382,2.530010827527051
395,35383,3.5344216567219586
396,35384,2.139473037123593
397,35385,3.1619726240302413
398,35386,2.92970994743146
399,35387,2.7876192953983647
400,35388,2.7577153712306703
401,35389,1.8385714410937433
402,35390,3.235702887172964
403,35391,3.875849690984053
404,35392,1.9228824671965883
405,35393,3.406902117387609
406,35394,3.90576879303437
407,35395,2.973209036912976
408,35396,2.8400105613211752
409,35397,3.049955081425713
410,35398,2.0180694740059337
411,35399,3.6059830336273344
412,35400,3.248593141219056
413,35401,1.4170412197515077
414,35402,3.5268509169576263
415,35403,2.0897373737713427
416,35404,2.7902769500867386
417,35405,2.3896615035962987
418,35406,2.5793670520733207
419,35407,2.22197455782813
420,35408,4.154439966940226
421,35409,2.6575846760335757
422,35410,2.5622142110822526
423,35411,2.9300662535300184
424,35412,2.819078180622987
425,35413,2.4267293161109773
426,35414,2.8140068276579973
427,35415,2.0721736985031627
428,35416,2.7044876973693106
429,35417,2.0002750574183286
430,35418,3.079611373583645
431,35419,2.2491130796253156
432,35420,2.9001466662427493
433,35421,4.56654428450003
434,35422,3.4136595919656383
435,35423,2.3938120450632057
436,35424,2.3242386940325233
437,35425,3.0577295643663964
438,35426,2.111042652992751
439,35427,3.63335624551489
440,35428,2.8659207283614867
441,35429,2.8894136747825536
442,35430,1.7189054490813125
443,35431,3.723468937902219
444,35432,3.231961555293882
445,35433,4.018142616208266
446,35434,1.9970133888119872
447,35435,2.8926894675383683
448,35436,2.76775323486773
449,35437,2.3497420772087176
450,35438,4.544266166957192
451,35439,3.6881344531344826
452,35440,3.8442896455396864
453,35441,1.6306860296434285
454,35442,2.045003150423481
455,35443,1.9396301543260341
456,35444,3.336889056425212
457,35445,3.504769077214676
458,35446,3.3794119470190944
459,35447,3.53735299875016
460,35448,2.8749968474453014
461,35449,2.2727735834491267
462,35450,3.171310102984435
463,35451,4.031802773237251
464,35452,1.9840404372364586
465,35453,3.6849157286266077
466,35454,4.164460654133416
467,35455,3.05482532183679
468,35456,3.3426653684320806
469,35457,3.695730247266633
470,35458,3.1093574138746285
471,35459,3.8632016959997317
472,35460,2.7063241420468165
473,35461,2.876372809037081
474,35462,3.750324892002933
475,35463,3.9366171643854586
476,35464,2.3433925662829806
477,35465,2.6565357241145637
478,35466,2.3822951947549416
479,35467,2.434939641623111
480,35468,3.3792642377360433
481,35469,2.423589114752932
482,35470,4.5758360419281985
483,35471,2.6705660501981465
484,35472,2.500166820865296
485,35473,2.5994011518666524
486,35474,4.003180950314609
487,35475,2.540161849151607
488,35476,2.4892783058319616
489,35477,3.0379286304086954
490,35478,3.369073702043037
491,35479,3.4382932007211373
492,35480,4.386211225015402
493,35481,2.21495527517738
494,35482,1.7650017347488698
495,35483,3.483595286207425
496,35484,2.220558603328403
497,35485,3.287978982628439
498,35486,3.291014982564271
499,35487,2.26952275440603
500,35488,1.8912651413041384
501,35489,2.6266650145726924
502,35490,2.911483990645898
503,35491,4.411268308352026
504,35492,3.4779815362043465
505,35493,2.12827885461114
506,35494,3.629573151820521
507,35495,1.320840367237668
508,35496,2.5137552840461495
509,35497,1.7718836329005438
510,35498,2.752092658675521
511,35499,2.621894549573391
512,35500,2.7842853048369416
513,35501,2.036427198310734
514,35502,3.2237259677835475
515,35503,3.663321229774901
516,35504,4.091243466150461
517,35505,2.579977643627446
518,35506,3.660529678768101
519,35507,3.1365949835943847
520,35508,3.6155653453155296
521,35509,4.764133550596242
522,35510,3.0273426088170994
523,35511,2.513656208302751
524,35512,3.9287085651344515
525,35513,2.669283762374266
526,35514,3.622584268405068
527,35515,3.409613718823631
528,35516,3.3303867171813817
529,35517,3.5401068244549734
530,35518,2.4841997727375102
531,35519,3.398962021970941
532,35520,2.583762053614113
533,35521,2.2829177979772983
534,35522,2.660928412330054
535,35523,2.3516035213676973
536,35524,2.5589887657638783
537,35525,3.0696875414752425
538,35526,1.8137507455710196
539,35527,3.637944403788161
540,35528,2.272056983208825
541,35529,2.219575534883556
542,35530,3.724840806548997
543,35531,3.351253469279563
544,35532,3.048337769368557
545,35533,3.6109808819112246
546,35534,2.4486064672287813
547,35535,2.830642063919693
548,35536,1.9120712255003287
549,35537,2.9276667342030778
550,35538,3.0149432786193655
551,35539,3.600476301550681
552,35540,3.418666035426597
553,35541,3.7694916404402035
554,35542,3.47663904901875
555,35543,2.9991723464128794
556,35544,3.2448702271085463
557,35545,2.679144671159838
558,35546,2.6621613313225323
559,35547,1.9312123659646616
560,35548,3.9642239214197565
561,35549,3.4001316081725936
562,35550,2.734102896758069
563,35551,2.641209601513598
564,35552,3.015268333817146
565,35553,1.5065749824666517
566,35554,3.333009448605378
567,35555,2.1331373453818205
568,35556,3.528237509600082
569,35557,2.946313662253182
570,35558,3.6846368031632153
571,35559,1.9228534337403445
572,35560,3.212320213658855
573,35561,3.5531165716026685
574,35562,2.7044265548962785
575,35563,2.4405849968240627
576,35564,3.3057761179487835
577,35565,3.6153530514163785
578,35566,1.4839393683090392
579,35567,3.497890497143161
580,35568,2.7889090410095028
581,35569,1.8177865773006134
582,35570,3.58749518415909
583,35571,2.202919527267608
584,35572,1.0941411410671584
585,35573,2.805444275284217
586,35574,2.370644754807203
587,35575,2.7891209773724945
588,35576,2.9554224823058566
589,35577,3.500783753212489
590,35578,2.7856785392988765
591,35579,2.888208665966585
592,35580,3.0682889655009182
593,35581,3.1142441274600627
594,35582,2.907467490870605
595,35583,3.6309113315444215
596,35584,2.7226618210411218
597,35585,3.334337710792939
598,35586,1.8320688556388607
599,35587,2.8820261131980534
600,35588,2.4906413968729106
601,35589,3.662314516396385
602,35590,1.965361027206834
603,35591,2.7921371091618825
604,35592,2.6847660782030824
605,35593,3.4197962456461153
606,35594,2.5835985440583347
607,35595,3.5622203423853427
608,35596,2.8765232805612135
609,35597,3.249378912992252
610,35598,3.19304793584798
611,35599,2.267387350735195
612,35600,2.9018655845752113
613,35601,1.7278435222536235
614,35602,3.1182663504783936
615,35603,2.9221170091865813
616,35604,2.487095383559473
617,35605,2.5978791627032756
618,35606,2.8463455229968675
619,35607,1.7382183414537544
620,35608,2.222131443125879
621,35609,3.543826733002933
622,35610,3.0843799530318927
623,35611,3.4744557462933763
624,35612,1.7318905720880908
625,35613,3.3236983845684422
626,35614,3.1826593721695713
627,35615,4.090103361502924
628,35616,3.468875550552708
629,35617,3.781038719462794
630,35618,3.583962224407417
631,35619,2.970366541824256
632,35620,1.4917706715179169
633,35621,2.7367750879585997
634,35622,3.348828326689398
635,35623,3.2832483715784258
636,35624,2.672312193906848
637,35625,3.6369496260992973
638,35626,3.246854970693376
639,35627,1.7219676284520422
640,35628,3.28481493077348
641,35629,3.697282629366487
642,35630,1.4650410319820184
643,35631,1.4170199336243332
644,35632,3.404433608473963
645,35633,2.9698453432217686
646,35634,2.9477728507374557
647,35635,3.0932421877822986
648,35636,3.5147148569710107
649,35637,3.4885914587541915
650,35638,4.322830164442003
651,35639,3.993894616396353
652,35640,2.0711514448451016
653,35641,3.2377416030630712
654,35642,2.442628739128097
655,35643,3.0867783318159
656,35644,3.441332552822079
657,35645,2.2695967140492432
658,35646,2.36639867072257
659,35647,3.504344849681833
660,35648,2.1576366173033454
661,35649,3.0980942481594993
662,35650,2.6541366097374643
663,35651,3.9450931735513888
664,35652,3.4350646333096115
665,35653,2.1562246683919266
666,35654,3.642538604099407
667,35655,3.0534150434503693
668,35656,2.3352352873402804
669,35657,3.1211493897548137
670,35658,3.6526794588605673
671,35659,3.796781065601377
672,35660,2.5390839832175436
673,35661,3.342266001451562
674,35662,2.7748865382199344
675,35663,3.0589935340745966
676,35664,2.0800396530307115
677,35665,2.3040955990650835
678,35666,2.8791192670009957
679,35667,2.8214767703799555
680,35668,3.2943366419324263
681,35669,3.272469355878446
682,35670,4.01322351449147
683,35671,3.4676303194272586
684,35672,4.083638816428416
685,35673,2.7968366642760136
686,35674,3.0359068721033644
687,35675,4.079533417012949
688,35676,2.7738009613042647
689,35677,2.8829046259996747
690,35678,2.885368434622151
691,35679,3.4519818401626763
692,35680,2.3011695409351134
693,35681,3.1055592672653742
694,35682,1.8105758531592413
695,35683,3.356627005716979
696,35684,2.427023869295614
697,35685,2.9429217175763243
698,35686,3.62828006728805
699,35687,2.3225133098194934
700,35688,2.9691472737908677
701,35689,3.232522511434461
702,35690,3.8243890925077393
703,35691,3.837447369512423
704,35692,3.6615591390719655
705,35693,4.062165624416536
706,35694,2.315227131822448
707,35695,3.6445669187690526
708,35696,3.048879564119864
709,35697,3.980533836048078
710,35698,2.7260321370007055
711,35699,3.506735567125956
712,35700,3.1394774146373314
713,35701,3.426403640353296
714,35702,4.215777591258054
715,35703,3.987173292917981
716,35704,2.4387676087677512
717,35705,3.4550911656189327
718,35706,3.6565265044056745
719,35707,1.9750201468478772
720,35708,3.359101390613023
721,35709,3.2499945010770976
722,35710,3.0907913809075884
723,35711,2.796797085292278
724,35712,3.2870359324825613
725,35713,3.6673962187970437
726,35714,2.6554947356661858
727,35715,2.094327168548711
728,35716,3.352966458759134
729,35717,3.3488932754879586
730,35718,4.255379652094084
731,35719,3.059472440066418
732,35720,2.998886231950271
733,35721,3.773877086164794
734,35722,4.471961923956032
735,35723,4.516020757515583
736,35724,2.4155734951898147
737,35725,2.988346357388536
738,35726,3.723450850760242
739,35727,3.792066705955513
740,35728,3.0572670523692214
741,35729,2.5013847489219443
742,35730,1.735731678301512
743,35731,3.617791708905364
744,35732,2.6574163512258124
745,35733,3.157230209680534
746,35734,3.6208230626870033
747,35735,3.490287055807582
748,35736,3.460726796041026
749,35737,2.240379190885125
750,35738,2.409759196372298
751,35739,3.484435230564331
752,35740,2.7086866199486823
753,35741,2.7408816834922987
754,35742,3.2372660547325545
755,35743,2.8866516337520087
756,35744,3.214408349263978
757,35745,2.853050150344432
758,35746,3.7685780426849615
759,35747,2.9076801955644047
760,35748,2.1403649970592973
761,35749,3.7000001001661484
762,35750,4.019932232882666
763,35751,2.423763234795116
764,35752,4.000279937711253
765,35753,2.3202019963492995
766,35754,3.2734348318325415
767,35755,2.5262819999715718
768,35756,3.142263473020447
769,35757,2.2417573356241487
770,35758,3.4208369524649918
771,35759,2.3413888785167765
772,35760,2.4085813043303235
773,35761,2.7330204259178954
774,35762,3.5371060322388503
775,35763,2.049538841246529
776,35764,2.4319574588133057
777,35765,2.814521233441412
778,35766,2.489743986644115
779,35767,1.998517651619236
780,35768,1.8870233546055792
781,35769,3.3093466671554834
782,35770,1.6627389275171978
783,35771,1.7347459269409091
784,35772,2.3793457582269983
785,35773,1.7148716435709803
786,35774,2.2763238198973372
787,35775,2.3323664171893794
788,35776,2.6278640518434715
789,35777,1.9951053113516874
790,35778,2.06802487274428
791,35779,2.448951036385758
792,35780,2.443999658836264
793,35781,3.71508462665596
794,35782,2.7025513543339907
795,35783,3.153313257986875
796,35784,2.8296890668705794
797,35785,2.7293320272796713
798,35786,2.1872127246409088
799,35787,2.1774128159722648
800,35788,3.030400363857062
801,35789,1.9033989050030615
802,35790,2.382853956414865
803,35791,1.8211994901444366
804,35792,1.9028282673025252
805,35793,2.9605402202699853
806,35794,3.0863279660071563
807,35795,4.071960748002205
808,35796,2.7915005541919866
809,35797,2.3716740743821885
810,35798,3.743115985216
811,35799,3.7348938447082847
812,35800,1.9453169410877742
813,35801,1.978709022643417
814,35802,3.147389709241377
815,35803,2.7259099511123694
816,35804,3.0540782325639615
817,35805,3.7399667146406665
818,35806,3.0608166756656408
819,35807,3.793535113517764
820,35808,3.79546415345044
821,35809,1.811238350858804
822,35810,2.2249901733711193
823,35811,1.2495169970088857
824,35812,2.935167373204319
825,35813,1.8727693125070604
826,35814,1.9695652877433836
827,35815,3.3191540286271346
828,35816,2.035320334909204
829,35817,2.5578725125822825
830,35818,2.2687710394583673
831,35819,3.2085659489892557
832,35820,2.1561236647248094
833,35821,2.993099457614448
834,35822,2.165461553404673
835,35823,1.8301553001145574
836,35824,2.9230237105037884
837,35825,2.278058228183463
838,35826,2.4497587304397603
839,35827,2.7989987091826056
840,35828,2.8487690291870416
841,35829,3.908366069460026
842,35830,2.773096169036223
843,35831,1.7179936650157517
844,35832,3.112371425994818
845,35833,3.4200632704949636
846,35834,2.4256906442873865
847,35835,1.7468134559431692
848,35836,1.8991968908531436
849,35837,2.223175425411442
850,35838,2.611530355757369
851,35839,2.269333005969541
852,35840,1.742298687840299
853,35841,3.11441286691629
854,35842,2.226679363802756
855,35843,2.5463924439937085
856,35844,2.797780716895268
857,35845,1.8050980181801757
858,35846,2.296294777358997
859,35847,2.179622795128074
860,35848,3.040617339850208
861,35849,2.052152388605826
862,35850,2.8506620334295665
863,35851,3.1431259849620377
864,35852,3.8442481445678935
865,35853,2.674225399075553
866,35854,2.419138460847941
867,35855,2.2297951166613625
868,35856,3.492429035093599
869,35857,2.188850620096847
870,35858,2.354450082131522
871,35859,1.9412912777521918
872,35860,2.8180805214288442
873,35861,2.51127057259055
874,35862,2.6162404773407255
875,35863,2.453950534480682
876,35864,2.5513653280867308
877,35865,2.045662393231589
878,35866,2.75563760501778
879,35867,2.4191754481360532
880,35868,2.386124061223514
881,35869,2.4887121465554576
882,35870,2.607878009910838
883,35871,2.864093859208258
884,35872,3.5122446507703295
885,35873,2.278315346912425
886,35874,3.312040379766563
887,35875,2.590964266817905
888,35876,2.5393676932629967
889,35877,2.0788172716034383
890,35878,3.707017267166789
891,35879,4.005152519284841
892,35880,3.3718245003357876
893,35881,2.0455599024502
894,35882,3.0847675041388953
895,35883,3.04901047522371
896,35884,2.0340769341096854
897,35885,2.0145960498028854
898,35886,1.7098243811336047
899,35887,2.4087798558705433
900,35888,2.7264601107997763
901,35889,3.424810795886142
902,35890,3.2370045467695885
903,35891,2.7750527180608
904,35892,2.3025866183298835
905,35893,4.6793076980028125
906,35894,3.3535912845330778
907,35895,1.9414496098070055
908,35896,2.8329983135692696
909,35897,1.9522196997447268
910,35898,3.097572942182916
911,35899,3.3988543829839686
912,35900,2.5497413122625403
913,35901,3.6729984287160677
914,35902,1.9217520750624209
915,35903,3.677046564806153
916,35904,2.2579950215914497
917,35905,3.4064588618594347
918,35906,3.4127182066726554
919,35907,2.4258046846882007
920,35908,2.5718974376227366
921,35909,3.1739658754450693
922,35910,2.9324451489809924
923,35911,3.438199058420382
924,35912,3.176288900929672
925,35913,2.8760151442716686
926,35914,3.845099586697855
927,35915,3.422278366354423
928,35916,3.4671935295710883
929,35917,2.3553807454604256
930,35918,3.3848718043953285
931,35919,2.6855281345968987
932,35920,3.4993857592360014
933,35921,2.811081708207152
934,35922,2.6811226076182324
935,35923,3.4816201691058035
936,35924,3.836984271314318
937,35925,3.7878663174180547
938,35926,3.1951651863963266
939,35927,3.4192187118449184
940,35928,3.238899211898641
941,35929,2.068235609113411
942,35930,3.1409680942834695
943,35931,3.1929492747034915
944,35932,4.5535021052561095
945,35933,1.9214896388710332
946,35934,3.847234536906158
947,35935,2.4078009500393995
948,35936,3.8725819791679457
949,35937,3.120616305535161
950,35938,3.1822252333663954
951,35939,3.6627310433594973
952,35940,2.9451568769300565
953,35941,3.374947179438723
954,35942,3.7561784053697616
955,35943,3.5466293152180772
956,35944,3.1803003820242037
957,35945,3.5020019049485764
958,35946,3.9165792410136726
959,35947,3.4423840423809264
960,35948,3.491402642482394
961,35949,3.5628906302609495
962,35950,2.9838123911693857
963,35951,3.0993964550857855
964,35952,3.9367615132018123
965,35953,3.866526792497536
966,35954,2.3917567928461847
967,35955,4.056942880681737
968,35956,4.105956132901803
969,35957,2.708768356100553
970,35958,2.981428781077503
971,35959,2.835510476624787
972,35960,3.03751702174815
973,35961,2.720618430210572
974,35962,3.8992333631154246
975,35963,2.7973296751593906
976,35964,4.636178986718088
977,35965,3.118283493612829
978,35966,2.4521069509976234
979,35967,1.8786866501862973
980,35968,3.731201759882821
981,35969,2.773566516906829
982,35970,3.1915046635789626
983,35971,3.6717485903454063
984,35972,3.007710731842911
985,35973,4.189687809202774
986,35974,2.9912202924613753
987,35975,3.82464504277344
988,35976,3.9206117353279897
989,35977,4.430969007973719
990,35978,1.2798018743603763
991,35979,3.1389547262343718
992,35980,4.286107220904071
993,35981,2.6871906862057835
994,35982,2.0171215193190513
995,35983,1.8770880323761172
996,35984,1.7879038672363632
997,35985,1.0485869039943059
998,35986,1.8799536965036645
999,35987,1.6146976457907156
1000,35988,1.757763215553009
1001,35989,3.3365905058380236
1002,35990,2.7464032287277615
1003,35991,2.9259730821996746
1004,35992,2.2139932860732294
1005,35993,3.7873179869892675
1006,35994,3.165867960952064
1007,35995,3.730828989826013
1008,35996,3.438988086383297
1009,35997,2.9042624123025265
1010,35998,2.6005632903384246
1011,35999,2.793302909372013
1012,36000,3.2993075608606914
1013,36001,3.605920021550465
1014,36002,2.7652326350312815
1015,36003,3.5152688061250323
1016,36004,4.1298223628932025
1017,36005,3.3079527479750737
1018,36006,3.6428797124524346
1019,36007,3.8429029518596862
1020,36008,3.514282037011277
1021,36009,4.0876517579320675
1022,36010,3.841621544036504
1023,36011,2.567705732065348
1024,36012,3.637624556138266
1025,36013,3.169385153019804
1026,36014,3.7511256986769386
1027,36015,3.534772901125382
